id,level,system,label,raw_line
337,WARN,Zookeeper,0,150730 175526 961341 WARN Zookeeper|WorkerSender[myid=1]:QuorumCnxManager@368: Cannot open channel to 2 at election address /10.10.34.12:3888
338,WARN,ZookeeperFull,0,150730 175549 693602 WARN ZookeeperFull|LearnerHandler-/10.10.34.12:35276:Leader@574: Commiting zxid 0x300000000 from /10.10.34.11:2888 not first!
339,WARN,Zookeeper,0,150730 234322 864029 WARN Zookeeper|LearnerHandler-/10.10.34.12:35276:LearnerHandler@575: ******* GOODBYE /10.10.34.12:35276 ********
340,WARN,Zookeeper,0,150730 234458 333698 WARN Zookeeper|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:QuorumCnxManager@368: Cannot open channel to 2 at election address /10.10.34.12:3888
341,WARN,Zookeeper,1,150820 171411 206234 WARN Zookeeper|NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@354: Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
342,WARN,Zookeeper,0,150820 171413 615707 WARN Zookeeper|LearnerHandler-/10.10.34.13:42241:Leader@576: First is 0x0
343,WARN,HadoopFull,0,151017 154112 93771 WARN HadoopFull|org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter: Could not delete hdfs://msra-sa-41:9000/pageout/out1/_temporary/1/_temporary/attempt_1445062781478_0011_m_000007_1
344,WARN,HadoopFull,1,"151017 154414 878758 WARN HadoopFull|org.apache.hadoop.mapred.Task: Failure sending status update: java.io.IOException: Failed on local exception: java.io.IOException: An existing connection was forcibly closed by the remote host; Host Details : local host is: ""MININT-FNANLI5/10.86.169.121""; destination host is: ""04dn8iq.fareast.corp.microsoft.com"":49470;"
345,WARN,HadoopFull,0,151017 155328 878758 WARN HadoopFull|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Could not parse the old history file. Will not have old AMinfos
346,WARN,HadoopFull,1,"151017 155328 878758 WARN HadoopFull|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Unable to parse prior job history, aborting recovery"
347,WARN,Hadoop,0,151018 180527 494724 WARN Hadoop|org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 30 seconds.  Will retry shortly ...
348,WARN,Hadoop,0,151018 180527 494724 WARN Hadoop|org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000
349,WARN,Hadoop,1,151018 180557 272219 WARN Hadoop|org.apache.hadoop.hdfs.DFSClient: DataStreamer Exception
350,WARN,Hadoop,1,"151018 180557 272219 WARN Hadoop|org.apache.hadoop.hdfs.DFSClient: Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010"
351,WARN,Hadoop,1,151018 180557 790847 WARN Hadoop|org.apache.hadoop.hdfs.DFSClient: DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731
352,WARN,Hadoop,1,"151018 180557 790847 WARN Hadoop|org.apache.hadoop.hdfs.DFSClient: Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]"
353,WARN,Hadoop,1,151018 180626 93771 WARN Hadoop|org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Task cleanup failed for attempt attempt_1445144423722_0020_m_000002_0
